plot_id,date,season,district,crop_id,variety,soil_texture,lab_ph,nitrogen,phosphorus,potassium,ec_us_cm,moisture_vwc,yield_t_ha,fertilizer_applied
PLT-0706,2026-10-22,B,Bugesera,sorghum,Improved,sandy,7.89,36.0,33.6,29.0,437.6,44.7,0.66,Manure
PLT-0707,2026-10-26,A,Muhanga,corn,Local,alluvial,7.69,25.7,25.3,23.4,253.3,58.7,0.76,None
PLT-0708,2024-06-23,B,Huye,coffee,Local,loamy,5.03,49.0,36.2,58.9,483.3,53.6,0.59,Manure
PLT-0709,2025-07-14,B,Burera,wheat,Improved,sandy,6.33,58.9,36.7,35.5,571.0,64.0,1.25,Urea
PLT-0710,2025-01-02,B,Rulindo,pea,Improved,clayey,7.14,30.6,35.2,34.0,526.0,36.8,0.7,DAP+Urea
PLT-0711,2025-06-04,A,Gatsibo,sorghum,Improved,clayey,6.72,31.5,34.7,37.3,488.8,39.0,0.82,DAP+Urea
PLT-0712,2024-04-08,A,Musanze,barley,Local,loamy,6.12,53.3,31.9,30.4,577.1,33.9,1.0,Urea
PLT-0713,2024-01-06,C,Muhanga,banana,Local,loamy,5.68,94.8,46.0,161.9,478.2,42.1,9.77,NPK+Manure
PLT-0714,2025-11-05,A,Ngoma,groundnut,Local,loamy,6.76,33.8,42.4,47.8,116.7,67.8,0.81,NPK 17-17-17
PLT-0715,2025-05-08,B,Nyagatare,sugarcane,Local,loamy,6.32,40.5,16.7,45.1,323.6,44.8,23.32,None
PLT-0716,2025-09-07,B,Huye,corn,Hybrid WH,loamy,5.51,61.7,32.4,30.6,497.8,38.3,1.33,Manure
PLT-0717,2025-01-07,A,Burera,tomatoes,Local,clayey,7.34,88.0,61.4,80.5,381.7,51.6,9.75,NPK 17-17-17
PLT-0718,2025-04-02,A,Kayonza,groundnut,Improved,sandy,5.96,24.1,29.9,31.7,251.6,36.8,0.56,Manure
PLT-0719,2024-02-25,A,Gicumbi,tomatoes,Local,loamy,6.15,68.8,40.3,68.1,465.2,49.5,9.55,Manure
PLT-0720,2025-03-16,C,Karongi,banana,Local,loamy,5.97,27.4,12.6,63.5,396.6,37.8,3.92,None
PLT-0721,2024-11-02,C,Gasabo,soybean,Local,clayey,6.02,44.4,57.4,48.5,533.4,39.9,1.17,NPK+Manure
PLT-0722,2025-06-14,A,Bugesera,sunflower,Improved,sandy,6.28,49.9,46.8,54.9,138.6,69.0,1.6,NPK+Manure
PLT-0723,2024-09-20,A,Nyaruguru,cassava,Gisari,loamy,5.33,32.3,25.3,57.5,429.3,30.3,11.06,Urea
PLT-0724,2024-03-28,C,Ngoma,rice,Zhongeng,loamy,6.56,43.2,12.9,18.0,210.3,31.4,1.92,None
PLT-0725,2026-12-06,B,Gakenke,wheat,Improved,clayey,5.08,56.2,40.5,37.1,583.3,55.0,0.88,Manure
PLT-0726,2025-02-07,B,Rwamagana,sugarcane,Improved,loamy,6.76,93.7,51.6,86.6,525.3,67.1,46.16,DAP+Urea
PLT-0727,2026-08-25,A,Gicumbi,barley,Local,sandy,5.81,57.5,40.1,45.4,176.6,34.0,1.18,NPK 17-17-17
PLT-0728,2026-05-19,B,Ngoma,cotton,Improved,alluvial,7.12,60.4,40.6,44.5,296.3,43.7,0.88,Urea
PLT-0729,2024-12-25,A,Rwamagana,cassava,Gahene,sandy,4.87,50.3,31.3,72.8,368.0,51.4,10.18,NPK+Manure
PLT-0730,2025-06-04,C,Burera,tea,Improved,loamy,5.92,57.8,33.2,57.9,213.5,58.4,0.85,DAP+Urea
PLT-0731,2025-07-16,B,Bugesera,sunflower,Local,loamy,7.17,22.1,18.4,22.4,190.3,63.0,0.77,None
PLT-0732,2025-01-13,B,Gisagara,sugarcane,Local,loamy,5.37,66.8,34.5,61.7,595.2,67.5,27.53,DAP+Urea
PLT-0733,2026-07-21,A,Rwamagana,groundnut,Local,sandy,7.2,10.1,23.3,12.1,561.0,35.9,0.37,None
PLT-0734,2026-07-28,C,Nyarugenge,rice,Kigori,alluvial,5.18,49.1,15.7,19.7,242.4,30.7,1.24,None
PLT-0735,2026-11-14,B,Gatsibo,rice,Zhongeng,loamy,7.45,73.1,28.0,28.5,468.8,59.2,2.37,Urea
PLT-0736,2025-04-16,A,Ruhango,coffee,Improved,loamy,6.17,40.6,36.0,64.8,301.0,60.8,0.71,DAP+Urea
PLT-0737,2026-06-23,B,Kirehe,sorghum,Improved,clayey,5.3,52.3,47.5,41.7,559.9,30.6,1.0,NPK 17-17-17
PLT-0738,2026-07-04,A,Muhanga,banana,Local,loamy,7.32,44.2,16.7,87.7,163.6,44.8,3.38,None
PLT-0739,2026-07-03,B,Kayonza,groundnut,Improved,loamy,7.16,33.3,42.1,44.7,224.7,64.9,0.58,NPK 17-17-17
PLT-0740,2026-01-24,A,Ngoma,groundnut,Improved,sandy,6.6,21.5,35.6,24.9,149.4,33.3,0.63,Manure
PLT-0741,2024-04-21,B,Nyarugenge,beans,Bush,sandy,6.73,36.1,37.8,26.6,274.5,41.7,0.49,Manure
PLT-0742,2024-06-17,C,Nyamagabe,rice,Zhongeng,alluvial,5.58,78.6,33.5,37.6,126.0,61.3,2.41,Urea
PLT-0743,2026-01-24,A,Rwamagana,sugarcane,Improved,loamy,5.95,60.5,37.9,72.3,467.0,54.4,24.95,Manure
PLT-0744,2024-05-07,B,Rwamagana,sugarcane,Local,loamy,6.28,73.7,33.3,53.3,136.5,36.5,34.8,Manure
PLT-0745,2026-10-20,A,Gatsibo,sunflower,Local,loamy,7.78,45.4,50.3,45.3,454.5,56.0,1.01,NPK+Manure
PLT-0746,2024-10-22,B,Gakenke,tomatoes,Improved,loamy,7.11,72.8,49.1,62.7,354.3,51.8,8.15,Manure
PLT-0747,2024-05-07,A,Musanze,tea,Improved,clayey,4.36,52.5,30.0,72.1,205.2,63.7,1.14,Manure
PLT-0748,2026-01-26,A,Musanze,pea,Improved,loamy,5.6,28.2,24.5,33.8,280.6,54.4,0.83,DAP+Urea
PLT-0749,2026-11-04,B,Bugesera,rice,Zhongeng,alluvial,6.82,100.8,47.7,38.9,309.8,69.1,3.43,NPK 17-17-17
PLT-0750,2026-09-19,B,Kicukiro,rice,Kigori,loamy,7.35,81.2,45.5,45.4,141.5,49.6,3.52,NPK+Manure
PLT-0751,2026-04-03,B,Bugesera,corn,Kigega,sandy,6.94,42.4,29.6,26.6,274.7,48.3,0.86,None
PLT-0752,2026-07-25,A,Musanze,wheat,Improved,clayey,7.42,56.8,30.3,25.0,245.2,39.0,0.88,Urea
PLT-0753,2026-02-05,B,Rwamagana,sunflower,Improved,loamy,6.22,47.3,39.0,32.0,549.7,39.9,0.9,DAP+Urea
PLT-0754,2026-05-07,A,Muhanga,sugarcane,Local,loamy,6.92,79.6,43.3,48.4,321.1,50.7,26.28,DAP+Urea
PLT-0755,2025-09-09,B,Nyamasheke,cassava,Gahene,clayey,5.14,20.8,14.2,28.1,275.0,59.2,4.15,None
PLT-0756,2026-03-27,C,Nyaruguru,tomatoes,Improved,clayey,7.32,35.3,29.6,32.5,327.5,37.0,4.36,None
PLT-0757,2025-04-13,A,Gakenke,barley,Local,loamy,6.8,53.0,24.2,25.5,568.6,49.5,1.29,DAP+Urea
PLT-0758,2026-12-04,A,Rwamagana,cassava,Gahene,clayey,6.25,37.3,23.1,71.6,585.2,33.3,10.86,DAP+Urea
PLT-0759,2025-04-03,A,Kayonza,sorghum,Improved,loamy,7.52,47.4,46.9,46.8,173.4,52.0,1.2,NPK 17-17-17
PLT-0760,2026-02-25,A,Bugesera,cotton,Improved,clayey,6.32,46.3,44.6,44.9,364.1,39.9,1.09,Urea
PLT-0761,2026-04-01,A,Bugesera,groundnut,Local,sandy,6.62,9.1,16.1,13.1,413.0,36.2,0.34,None
PLT-0762,2026-09-17,A,Kirehe,sorghum,Local,sandy,7.84,46.6,29.5,37.9,122.6,31.6,0.83,Urea
PLT-0763,2024-09-11,A,Karongi,cassava,Gisari,sandy,4.5,38.9,23.2,70.8,308.1,59.4,6.96,Manure
PLT-0764,2024-06-23,C,Nyarugenge,sweet_potato,Local,loamy,6.36,44.0,36.8,94.9,345.1,57.5,5.61,NPK 17-17-17
PLT-0765,2025-10-24,A,Ngoma,cotton,Improved,clayey,7.22,75.9,47.0,60.0,162.1,65.0,1.25,DAP+Urea
PLT-0766,2025-10-13,B,Nyaruguru,coffee,Local,loamy,6.1,44.5,27.2,68.6,311.4,63.7,0.65,Manure
PLT-0767,2024-09-24,C,Musanze,irish_potatoes,Kinigi,loamy,4.8,82.2,72.3,122.8,283.6,39.1,8.42,DAP+Urea
PLT-0768,2025-07-17,C,Rutsiro,irish_potatoes,Kirundo,clayey,5.39,104.1,84.5,125.8,533.7,50.3,10.16,NPK+Manure
PLT-0769,2024-09-08,B,Rulindo,tomatoes,Improved,clayey,7.26,50.9,47.0,71.6,480.4,55.0,9.04,DAP+Urea
PLT-0770,2026-01-22,A,Rusizi,irish_potatoes,Cruza,clayey,5.11,61.9,55.1,110.0,512.8,63.0,5.41,DAP+Urea
PLT-0771,2025-01-12,C,Burera,pea,Improved,clayey,7.05,42.6,39.2,41.1,273.4,35.4,1.05,NPK 17-17-17
PLT-0772,2026-04-23,A,Kicukiro,beans,Bush,clayey,7.16,27.7,24.6,28.5,387.4,61.7,0.39,DAP+Urea
PLT-0773,2025-08-17,B,Ngoma,sunflower,Improved,sandy,6.15,27.2,25.5,23.1,312.1,62.0,0.44,None
PLT-0774,2026-02-26,A,Musanze,pea,Improved,clayey,7.0,26.8,36.0,28.8,544.9,61.3,0.67,Manure
PLT-0775,2025-11-05,B,Kayonza,cotton,Improved,loamy,7.47,44.2,40.2,39.7,429.6,55.9,1.13,Manure
PLT-0776,2025-01-20,B,Ruhango,soybean,Improved,clayey,5.12,19.1,19.1,16.5,151.0,43.2,0.44,None
PLT-0777,2024-04-12,B,Rubavu,coffee,Improved,loamy,4.7,71.5,43.9,95.4,251.5,41.4,0.64,NPK 17-17-17
PLT-0778,2024-08-25,C,Gasabo,tomatoes,Improved,clayey,7.09,56.8,56.4,51.5,316.9,37.7,6.02,Urea
PLT-0779,2025-02-14,B,Gatsibo,groundnut,Local,loamy,5.72,18.9,32.1,31.5,494.1,61.8,0.58,Urea
PLT-0780,2026-12-18,A,Kayonza,banana,Improved,clayey,7.1,75.4,33.9,116.0,260.2,47.6,4.69,Manure
PLT-0781,2024-01-05,B,Gakenke,barley,Improved,clayey,5.69,51.2,34.2,31.9,159.9,47.0,0.77,DAP+Urea
PLT-0782,2025-12-09,B,Gasabo,corn,Hybrid WH,sandy,7.55,31.9,27.7,29.9,432.7,57.4,0.57,None
PLT-0783,2025-03-05,B,Musanze,irish_potatoes,Kinigi,loamy,6.07,88.8,78.3,132.8,175.8,61.5,10.26,NPK 17-17-17
PLT-0784,2024-11-06,B,Karongi,corn,Local,clayey,6.23,92.7,59.2,47.2,393.4,48.9,2.47,NPK+Manure
PLT-0785,2024-05-19,A,Rulindo,barley,Local,sandy,5.75,30.4,12.0,13.9,451.3,38.0,0.34,None
PLT-0786,2025-10-21,A,Ngoma,corn,Kigega,sandy,7.23,56.7,41.6,32.9,126.9,62.1,1.09,DAP+Urea
PLT-0787,2026-06-06,B,Gatsibo,sorghum,Improved,loamy,7.74,25.9,20.3,14.3,199.6,57.9,0.39,None
PLT-0788,2025-10-06,A,Gakenke,wheat,Improved,sandy,6.0,64.9,53.5,47.5,127.8,60.7,1.77,NPK 17-17-17
PLT-0789,2024-09-27,A,Bugesera,sugarcane,Improved,clayey,5.45,75.7,45.1,67.6,302.1,62.5,25.89,DAP+Urea
PLT-0790,2024-03-17,A,Gicumbi,wheat,Local,loamy,5.11,52.4,44.4,37.8,579.7,47.3,0.75,Urea
PLT-0791,2026-12-08,B,Huye,corn,Local,alluvial,5.88,46.7,24.2,27.9,517.4,62.9,0.69,None
PLT-0792,2025-12-15,B,Nyagatare,sugarcane,Local,clayey,5.69,92.6,58.2,87.3,596.3,62.1,50.22,NPK 17-17-17
PLT-0793,2026-03-18,A,Kicukiro,sweet_potato,Local,sandy,6.68,38.3,40.2,77.1,356.9,60.3,5.99,NPK+Manure
PLT-0794,2025-06-08,C,Nyamagabe,beans,Climbing,clayey,6.51,38.2,38.5,40.1,242.3,37.9,0.85,NPK 17-17-17
PLT-0795,2026-09-27,A,Nyarugenge,corn,Local,loamy,7.55,65.8,30.8,44.1,198.3,37.3,1.55,Urea
PLT-0796,2025-03-17,A,Rwamagana,sunflower,Local,sandy,7.49,24.1,16.0,28.7,228.1,62.4,0.48,None
PLT-0797,2026-04-23,C,Huye,rice,Intsindagirabigega,alluvial,7.18,77.3,36.3,38.0,295.6,45.6,2.22,Urea
PLT-0798,2024-04-03,B,Muhanga,rice,Intsindagirabigega,alluvial,5.02,84.8,46.1,45.2,328.7,62.7,2.54,NPK+Manure
PLT-0799,2024-07-23,B,Nyagatare,sorghum,Local,clayey,7.31,43.9,37.8,28.6,224.4,38.7,1.11,Manure
PLT-0800,2025-01-01,A,Bugesera,sorghum,Improved,loamy,6.23,54.6,41.1,39.9,203.4,47.4,1.2,DAP+Urea
PLT-0801,2024-06-11,A,Gatsibo,groundnut,Improved,sandy,5.46,29.3,39.7,38.1,306.5,61.8,0.59,NPK+Manure
PLT-0802,2026-10-03,A,Nyarugenge,beans,Mutiki,sandy,7.36,24.2,32.0,25.9,586.7,46.8,0.48,Urea
PLT-0803,2024-03-10,B,Nyaruguru,sugarcane,Local,loamy,7.13,38.8,25.3,40.5,562.8,38.3,23.73,None
PLT-0804,2024-05-25,B,Ngoma,corn,Local,sandy,5.44,70.8,44.6,46.3,405.4,51.6,1.74,Manure
PLT-0805,2024-04-22,C,Gakenke,pea,Improved,loamy,7.24,39.8,37.6,47.0,540.9,41.9,1.08,NPK+Manure
PLT-0806,2026-12-13,A,Ngoma,cotton,Local,alluvial,5.71,67.7,50.5,51.2,547.5,33.0,1.06,DAP+Urea
PLT-0807,2024-08-15,B,Gatsibo,sunflower,Improved,sandy,7.14,48.1,48.0,47.1,323.8,52.2,1.64,NPK 17-17-17
PLT-0808,2024-09-17,A,Burera,barley,Local,clayey,6.3,48.7,33.9,27.8,268.7,50.0,1.06,Urea
PLT-0809,2024-08-01,A,Nyaruguru,sugarcane,Local,loamy,5.64,53.6,20.5,29.5,586.5,53.3,14.2,None
PLT-0810,2024-01-27,B,Gatsibo,sorghum,Local,sandy,7.33,27.7,22.3,14.6,299.4,62.7,0.43,None
PLT-0811,2025-06-15,C,Gatsibo,sweet_potato,Local,loamy,6.32,42.0,38.9,89.8,542.2,35.0,7.7,NPK 17-17-17
PLT-0812,2024-10-10,C,Gakenke,pea,Improved,clayey,5.37,33.4,30.4,36.7,227.8,65.9,0.73,Urea
PLT-0813,2024-02-15,B,Huye,coffee,Improved,clayey,5.43,26.9,20.6,25.9,239.4,62.3,0.42,None
PLT-0814,2024-07-24,B,Rulindo,tea,Improved,clayey,4.29,38.4,22.8,33.6,478.8,32.3,0.58,None
PLT-0815,2025-07-09,A,Nyarugenge,beans,Climbing,loamy,7.08,37.8,36.6,35.9,140.6,48.7,0.44,DAP+Urea
PLT-0816,2025-12-09,A,Gicumbi,barley,Local,sandy,5.91,49.7,28.3,34.6,292.7,41.7,0.7,DAP+Urea
PLT-0817,2024-06-25,A,Burera,sweet_potato,Improved,sandy,5.07,24.8,32.8,71.5,112.7,53.0,3.64,Urea
PLT-0818,2024-03-17,C,Huye,coffee,Improved,clayey,4.74,45.5,33.5,53.5,597.4,41.7,0.51,Urea
PLT-0819,2025-08-20,B,Nyamasheke,coffee,Local,loamy,5.11,50.4,36.6,61.7,195.3,57.1,0.69,Manure
PLT-0820,2025-04-13,B,Ngoma,cotton,Improved,alluvial,6.1,77.8,45.8,59.5,369.3,44.4,1.54,NPK+Manure
PLT-0821,2024-05-07,A,Bugesera,cotton,Local,alluvial,7.43,70.6,59.1,46.8,301.8,68.0,1.11,DAP+Urea
PLT-0822,2025-09-07,A,Kayonza,groundnut,Local,loamy,6.22,26.0,28.7,25.3,568.7,52.9,0.51,DAP+Urea
PLT-0823,2024-04-18,A,Ngoma,sunflower,Local,loamy,6.02,54.8,56.7,45.4,536.4,64.3,1.46,NPK 17-17-17
PLT-0824,2025-02-27,C,Gasabo,rice,Zhongeng,loamy,5.68,84.4,45.0,44.6,183.5,59.4,3.57,NPK 17-17-17
PLT-0825,2024-01-13,B,Nyamasheke,coffee,Improved,clayey,4.55,67.4,40.0,92.2,115.5,68.3,0.6,NPK+Manure
PLT-0826,2026-02-15,A,Burera,barley,Improved,loamy,6.92,58.3,39.0,45.2,217.9,62.1,1.53,NPK 17-17-17
PLT-0827,2024-09-20,A,Gicumbi,barley,Improved,loamy,6.53,38.7,30.5,35.1,486.7,44.0,1.2,Manure
PLT-0828,2026-08-27,B,Bugesera,sorghum,Improved,clayey,5.54,46.7,36.4,46.4,267.5,51.5,1.18,NPK 17-17-17
PLT-0829,2026-02-13,B,Musanze,tomatoes,Improved,loamy,6.11,92.6,67.5,95.9,219.0,44.3,14.77,NPK+Manure
PLT-0830,2024-04-05,C,Gasabo,rice,Intsindagirabigega,loamy,5.73,72.6,30.8,25.0,565.1,53.3,3.26,Manure
PLT-0831,2024-03-13,B,Ngoma,rice,Zhongeng,clayey,6.78,96.5,38.9,41.6,556.4,50.7,4.45,NPK+Manure
PLT-0832,2026-02-16,B,Rubavu,beans,Climbing,sandy,6.29,28.9,32.8,31.2,598.8,48.7,0.49,DAP+Urea
PLT-0833,2024-02-25,B,Gatsibo,cotton,Improved,clayey,5.38,56.7,38.5,30.7,548.1,32.3,0.82,DAP+Urea
PLT-0834,2025-10-15,A,Kayonza,sugarcane,Local,loamy,5.91,52.2,17.8,32.7,323.0,44.7,18.69,None
PLT-0835,2026-01-01,C,Nyarugenge,beans,Bush,loamy,6.64,24.8,37.7,37.4,488.9,68.7,0.5,DAP+Urea
PLT-0836,2024-12-27,A,Gakenke,wheat,Improved,clayey,7.1,73.0,46.3,46.9,571.7,58.3,1.25,NPK 17-17-17
PLT-0837,2026-07-24,B,Nyagatare,sunflower,Improved,sandy,7.36,53.3,48.1,55.3,526.6,34.7,1.19,DAP+Urea
PLT-0838,2025-05-04,C,Nyanza,banana,Local,clayey,7.1,66.0,28.9,101.8,334.7,45.5,5.39,Manure
PLT-0839,2025-03-05,B,Ngororero,coffee,Improved,loamy,6.41,53.5,27.8,74.4,592.1,50.4,0.63,Urea
PLT-0840,2026-10-14,C,Kicukiro,banana,Improved,loamy,6.26,85.3,47.6,137.8,243.4,49.3,7.74,NPK+Manure
PLT-0841,2025-03-16,A,Rusizi,tea,Improved,loamy,5.68,78.4,39.1,80.0,526.4,67.3,1.76,DAP+Urea
PLT-0842,2026-08-19,B,Ngoma,beans,Mutiki,loamy,6.62,36.9,45.9,40.8,187.3,38.9,0.75,NPK+Manure
PLT-0843,2026-09-05,B,Huye,cassava,Gisari,loamy,5.21,20.7,16.1,37.8,425.6,53.4,6.44,None
PLT-0844,2025-01-05,C,Kicukiro,tomatoes,Improved,clayey,7.09,56.6,36.1,66.3,520.7,42.1,5.82,Urea
PLT-0845,2025-01-27,A,Nyarugenge,sweet_potato,Improved,loamy,4.87,30.0,32.1,58.8,468.0,53.9,3.97,DAP+Urea
PLT-0846,2026-01-03,A,Ngoma,cotton,Improved,clayey,6.38,26.1,21.5,23.8,587.5,45.5,0.52,None
PLT-0847,2024-01-07,A,Gakenke,wheat,Local,sandy,6.82,59.7,41.6,37.6,285.3,49.7,1.02,Urea
PLT-0848,2024-12-19,C,Musanze,irish_potatoes,Kinigi,loamy,5.1,62.6,49.4,75.4,385.5,49.7,5.97,Urea
PLT-0849,2025-06-23,A,Nyamasheke,beans,Bush,sandy,5.92,36.2,44.6,39.9,381.0,38.4,0.8,NPK+Manure
PLT-0850,2025-07-17,B,Rulindo,corn,Kigega,loamy,7.16,79.4,51.7,55.9,341.1,45.4,2.68,NPK 17-17-17
PLT-0851,2026-11-24,C,Rusizi,banana,Local,clayey,6.3,61.4,33.5,120.0,344.2,33.4,6.91,Urea
PLT-0852,2025-10-27,A,Nyabihu,coffee,Improved,clayey,5.98,54.8,42.9,93.4,146.0,45.9,1.01,DAP+Urea
PLT-0853,2025-07-23,A,Nyaruguru,coffee,Improved,clayey,6.33,19.2,21.9,43.9,495.4,52.6,0.41,None
PLT-0854,2026-04-23,B,Kirehe,groundnut,Local,sandy,6.0,21.2,33.0,35.2,350.3,51.4,0.67,DAP+Urea
PLT-0855,2024-08-05,C,Rutsiro,tea,Improved,clayey,6.19,89.7,37.8,93.3,527.0,34.5,1.19,NPK+Manure
PLT-0856,2024-09-09,C,Kicukiro,sweet_potato,Improved,loamy,4.73,35.5,28.8,61.8,373.8,42.8,3.7,Urea
PLT-0857,2024-11-15,A,Burera,barley,Improved,loamy,7.15,51.7,25.5,27.5,288.0,47.9,0.9,DAP+Urea
PLT-0858,2026-09-21,A,Nyanza,sugarcane,Improved,clayey,5.54,55.7,42.7,65.3,507.9,34.7,28.91,Urea
PLT-0859,2026-04-23,B,Burera,barley,Local,loamy,6.16,48.9,26.9,26.4,208.4,46.0,1.02,DAP+Urea
PLT-0860,2026-05-06,B,Ngoma,beans,Bush,clayey,6.79,44.0,36.2,41.8,539.1,37.9,0.69,NPK 17-17-17
PLT-0861,2024-11-24,A,Ngoma,sunflower,Local,sandy,6.53,34.1,30.7,46.1,107.1,31.7,0.84,Manure
PLT-0862,2025-08-16,A,Nyagatare,sorghum,Improved,clayey,5.22,34.6,30.3,36.1,189.5,47.4,0.84,Urea
PLT-0863,2025-06-13,A,Ngoma,sorghum,Local,sandy,6.56,35.3,34.0,27.9,432.1,52.2,1.14,DAP+Urea
PLT-0864,2025-06-06,C,Nyaruguru,rice,Intsindagirabigega,loamy,5.54,72.9,28.9,32.3,347.7,42.8,2.24,Urea
PLT-0865,2025-11-24,C,Huye,banana,Improved,loamy,6.78,52.0,32.7,101.1,559.4,39.9,6.31,Manure
PLT-0866,2026-06-13,B,Gicumbi,irish_potatoes,Cruza,clayey,6.22,61.5,53.3,107.8,583.9,62.5,6.76,Urea
PLT-0867,2024-04-10,A,Gatsibo,sunflower,Improved,loamy,6.25,17.2,28.2,26.7,360.0,46.2,0.64,None
PLT-0868,2024-07-20,C,Burera,pea,Improved,clayey,6.4,31.6,32.8,27.9,344.4,39.8,0.7,Urea
PLT-0869,2026-12-13,B,Rwamagana,groundnut,Local,sandy,5.09,16.7,23.7,17.6,275.0,33.7,0.29,None
PLT-0870,2024-07-04,B,Rwamagana,groundnut,Improved,sandy,6.38,19.2,27.5,35.0,176.8,61.4,0.69,Urea
PLT-0871,2026-04-16,B,Nyabihu,tea,Improved,loamy,4.75,74.3,33.9,74.4,343.8,31.5,1.08,Urea
PLT-0872,2026-12-17,C,Nyarugenge,sweet_potato,Local,loamy,6.39,36.5,40.1,88.4,135.3,56.0,6.4,NPK+Manure
PLT-0873,2026-11-11,A,Rulindo,tea,Local,loamy,5.92,65.9,26.0,64.4,273.3,31.1,0.81,Urea
PLT-0874,2026-03-21,C,Nyarugenge,soybean,Improved,loamy,7.04,27.7,40.5,43.9,536.0,70.0,0.61,DAP+Urea
PLT-0875,2025-05-28,C,Rulindo,irish_potatoes,Kirundo,loamy,4.79,79.6,48.4,84.1,192.7,48.5,5.13,Manure
PLT-0876,2025-11-28,A,Rulindo,pea,Improved,loamy,5.4,42.5,41.4,45.3,492.7,47.1,0.95,NPK+Manure
PLT-0877,2024-10-01,A,Karongi,tea,Local,loamy,4.91,75.0,42.3,77.5,171.4,32.7,1.7,DAP+Urea
PLT-0878,2025-10-16,B,Kamonyi,beans,Bush,clayey,5.7,30.8,31.3,26.6,260.0,52.9,0.57,Urea
PLT-0879,2025-11-23,B,Nyabihu,tea,Local,loamy,5.84,60.7,30.3,73.4,514.1,34.5,1.13,Urea
PLT-0880,2025-03-04,A,Kayonza,sunflower,Local,loamy,6.53,53.4,57.2,59.2,384.8,40.5,1.61,DAP+Urea
PLT-0881,2024-03-27,C,Gatsibo,rice,Zhongeng,clayey,6.87,79.9,28.6,29.6,424.0,67.3,3.27,DAP+Urea
PLT-0882,2026-03-14,B,Nyamasheke,corn,Kigega,clayey,7.52,72.8,52.5,52.8,107.2,64.0,2.12,NPK+Manure
PLT-0883,2025-09-02,C,Kicukiro,banana,Local,alluvial,5.13,59.1,34.5,114.5,233.2,52.9,5.57,Manure
PLT-0884,2024-10-28,A,Rutsiro,coffee,Local,loamy,6.76,45.5,33.5,58.5,419.5,66.2,0.56,DAP+Urea
PLT-0885,2026-11-08,C,Burera,pea,Improved,clayey,6.13,29.7,25.6,31.9,184.0,66.4,1.02,DAP+Urea
PLT-0886,2025-06-25,B,Burera,wheat,Improved,clayey,6.43,69.4,59.2,45.2,195.1,38.7,1.87,NPK+Manure
PLT-0887,2026-03-25,A,Gicumbi,wheat,Local,clayey,6.35,65.4,38.5,26.2,341.6,45.5,1.17,DAP+Urea
PLT-0888,2025-10-09,C,Nyanza,rice,Kigori,loamy,5.09,67.4,34.4,27.7,401.7,33.4,1.86,DAP+Urea
PLT-0889,2024-04-25,C,Ngororero,tea,Improved,loamy,6.11,44.1,21.7,29.6,508.4,31.1,0.65,None
PLT-0890,2025-11-22,B,Bugesera,soybean,Improved,clayey,7.09,31.9,42.6,37.0,500.7,31.4,0.72,Urea
PLT-0891,2026-10-20,B,Rwamagana,groundnut,Improved,sandy,7.13,18.9,32.5,26.4,109.1,53.6,0.54,DAP+Urea
PLT-0892,2024-11-13,B,Ngoma,groundnut,Improved,loamy,6.35,24.2,37.6,32.3,291.3,32.1,0.65,Urea
PLT-0893,2024-02-28,A,Kicukiro,corn,Kigega,clayey,5.46,73.3,44.2,40.4,579.7,45.9,1.74,Manure
PLT-0894,2025-09-17,B,Ngoma,sunflower,Local,loamy,5.98,18.3,28.1,23.2,432.0,43.0,0.58,None
PLT-0895,2025-09-26,C,Gakenke,tomatoes,Improved,sandy,7.22,72.3,67.8,92.1,339.5,40.2,10.84,DAP+Urea
PLT-0896,2026-12-16,C,Musanze,sweet_potato,Improved,loamy,5.93,47.2,38.2,95.8,363.7,33.1,5.45,NPK 17-17-17
PLT-0897,2025-04-14,B,Rwamagana,sorghum,Improved,sandy,5.17,55.5,41.8,42.0,398.3,62.9,1.16,NPK 17-17-17
PLT-0898,2025-08-18,A,Gicumbi,sweet_potato,Improved,loamy,4.85,36.1,37.8,67.6,580.6,42.9,4.21,Urea
PLT-0899,2024-09-12,B,Gisagara,soybean,Improved,loamy,6.06,35.8,32.6,34.3,311.8,54.6,0.72,Urea
PLT-0900,2024-02-03,B,Gicumbi,barley,Local,loamy,6.62,51.8,35.5,32.9,494.0,45.3,0.9,Manure
PLT-0901,2026-05-02,A,Burera,barley,Local,clayey,5.92,66.6,40.1,47.7,389.5,58.8,1.25,NPK 17-17-17
PLT-0902,2025-04-13,C,Rulindo,beans,Mutiki,clayey,6.32,26.1,26.6,30.7,355.2,66.5,0.53,Urea
PLT-0903,2024-09-24,B,Burera,tomatoes,Improved,sandy,5.83,67.7,39.1,60.3,506.0,59.3,8.97,Manure
PLT-0904,2025-11-26,A,Nyanza,sugarcane,Local,alluvial,6.83,84.6,54.0,73.5,319.5,64.1,42.65,NPK+Manure
PLT-0905,2026-10-17,B,Kayonza,sorghum,Local,sandy,5.52,21.0,19.6,13.7,523.7,63.0,0.65,None
PLT-0906,2024-11-27,A,Musanze,pea,Improved,loamy,6.76,37.3,40.7,38.6,541.0,42.7,1.12,DAP+Urea
PLT-0907,2026-03-08,B,Nyarugenge,rice,Intsindagirabigega,alluvial,7.23,54.7,27.5,35.8,352.6,66.1,2.29,DAP+Urea
